year month day streamflow_m3s qual_control_by_ana qual_flag
1976 11 27 0.400000 0 1
1976 11 28 0.400000 0 1
1976 11 29 0.380000 0 1
1976 11 30 0.380000 0 1
1976 12 01 0.380000 0 1
1976 12 02 0.380000 0 1
1976 12 03 0.380000 0 1
1976 12 04 0.340000 0 1
1976 12 05 0.340000 0 1
1976 12 06 0.340000 0 1
1976 12 07 0.340000 0 1
1976 12 08 0.340000 0 1
1976 12 09 0.340000 0 1
1976 12 10 0.340000 0 1
1976 12 11 0.340000 0 1
1976 12 12 0.340000 0 1
1976 12 13 0.340000 0 1
1976 12 14 0.300000 0 1
1976 12 15 0.300000 0 1
1976 12 16 0.380000 0 1
1976 12 17 0.340000 0 1
1976 12 18 0.340000 0 1
1976 12 19 0.340000 0 1
1976 12 20 0.340000 0 1
1976 12 21 0.340000 0 1
1976 12 22 0.340000 0 1
1976 12 23 0.500000 0 1
1976 12 24 0.340000 0 1
1976 12 25 0.340000 0 1
1976 12 26 0.300000 0 1
1976 12 27 0.300000 0 1
1976 12 28 0.340000 0 1
1976 12 29 0.380000 0 1
1976 12 30 0.380000 0 1
1976 12 31 0.380000 0 1
1977 01 01 0.400000 0 1
1977 01 02 0.400000 0 1
1977 01 03 0.400000 0 1
1977 01 04 0.500000 0 1
1977 01 05 0.500000 0 1
1977 01 06 0.500000 0 1
1977 01 07 0.400000 0 1
1977 01 08 0.400000 0 1
1977 01 09 0.500000 0 1
1977 01 10 0.400000 0 1
1977 01 11 0.400000 0 1
1977 01 12 0.400000 0 1
1977 01 13 0.400000 0 1
1977 01 14 0.400000 0 1
1977 01 15 0.400000 0 1
1977 01 16 0.400000 0 1
1977 01 17 0.400000 0 1
1977 01 18 0.400000 0 1
1977 01 19 0.420000 0 1
1977 01 20 0.420000 0 1
1977 01 21 0.420000 0 1
1977 01 22 0.460000 0 1
1977 01 23 0.460000 0 1
1977 01 24 0.500000 0 1
1977 01 25 0.540000 0 1
1977 01 26 0.540000 0 1
1977 01 27 0.540000 0 1
1977 01 28 0.540000 0 1
1977 01 29 0.540000 0 1
1977 01 30 0.540000 0 1
1977 01 31 0.540000 0 1
1977 02 01 0.540000 0 1
1977 02 02 0.540000 0 1
1977 02 03 0.540000 0 1
1977 02 04 0.700000 0 1
1977 02 05 0.700000 0 1
1977 02 06 0.700000 0 1
1977 02 07 0.700000 0 1
1977 02 08 0.700000 0 1
1977 02 09 0.700000 0 1
1977 02 10 0.700000 0 1
1977 02 11 0.700000 0 1
1977 02 12 0.700000 0 1
1977 02 13 0.700000 0 1
1977 02 14 0.700000 0 1
1977 02 15 0.700000 0 1
1977 02 16 0.740000 0 1
1977 02 17 0.740000 0 1
1977 02 18 0.740000 0 1
1977 02 19 0.740000 0 1
1977 02 20 0.740000 0 1
1977 02 21 0.740000 0 1
1977 02 22 0.740000 0 1
1977 02 23 0.660000 0 1
1977 02 24 0.660000 0 1
1977 02 25 0.660000 0 1
1977 02 26 0.660000 0 1
1977 02 27 0.660000 0 1
1977 02 28 0.660000 0 1
1977 03 01 0.660000 0 1
1977 03 02 0.660000 0 1
1977 03 03 0.660000 0 1
1977 03 04 0.660000 0 1
1977 03 05 0.660000 0 1
1977 03 06 0.660000 0 1
1977 03 07 0.660000 0 1
1977 03 08 0.620000 0 1
1977 03 09 0.620000 0 1
1977 03 10 0.620000 0 1
1977 03 11 0.620000 0 1
1977 03 12 0.620000 0 1
1977 03 13 0.620000 0 1
1977 03 14 0.620000 0 1
1977 03 15 0.620000 0 1
1977 03 16 0.620000 0 1
1977 03 17 0.620000 0 1
1977 03 18 0.620000 0 1
1977 03 19 0.620000 0 1
1977 03 20 0.620000 0 1
1977 03 21 0.620000 0 1
1977 03 22 0.580000 0 1
1977 03 23 0.580000 0 1
1977 03 24 0.580000 0 1
1977 03 25 0.500000 0 1
1977 03 26 0.500000 0 1
1977 03 27 0.500000 0 1
1977 03 28 0.420000 0 1
1977 03 29 0.420000 0 1
1977 03 30 0.420000 0 1
1977 03 31 0.420000 0 1
1977 04 01 0.420000 0 1
1977 04 02 0.420000 0 1
1977 04 03 0.420000 0 1
1977 04 04 0.420000 0 1
1977 04 05 0.420000 0 1
1977 04 06 0.420000 0 1
1977 04 07 0.420000 0 1
1977 04 08 0.420000 0 1
1977 04 09 0.420000 0 1
1977 04 10 0.420000 0 1
1977 04 11 0.420000 0 1
1977 04 12 0.420000 0 1
1977 04 13 0.420000 0 1
1977 04 14 0.420000 0 1
1977 04 15 0.420000 0 1
1977 04 16 0.400000 0 1
1977 04 17 0.400000 0 1
1977 04 18 0.400000 0 1
1977 04 19 0.400000 0 1
1977 04 20 0.400000 0 1
1977 04 21 0.400000 0 1
1977 04 22 0.400000 0 1
1977 04 23 0.400000 0 1
1977 04 24 0.400000 0 1
1977 04 25 0.400000 0 1
1977 04 26 0.380000 0 1
1977 04 27 0.400000 0 1
1977 04 28 0.420000 0 1
1977 04 29 0.400000 0 1
1977 04 30 0.400000 0 1
1977 05 01 0.400000 0 1
1977 05 02 0.400000 0 1
1977 05 03 0.400000 0 1
1977 05 04 0.400000 0 1
1977 05 05 0.400000 0 1
1977 05 06 0.400000 0 1
1977 05 07 0.400000 0 1
1977 05 08 0.400000 0 1
1977 05 09 0.380000 0 1
1977 05 10 0.340000 0 1
1977 05 11 0.340000 0 1
1977 05 12 0.380000 0 1
1977 05 13 0.340000 0 1
1977 05 14 0.340000 0 1
1977 05 15 0.340000 0 1
1977 05 16 0.340000 0 1
1977 05 17 0.400000 0 1
1977 05 18 0.400000 0 1
1977 05 19 0.400000 0 1
1977 05 20 0.400000 0 1
1977 05 21 0.400000 0 1
1977 05 22 0.400000 0 1
1977 05 23 0.300000 0 1
1977 05 24 0.300000 0 1
1977 05 25 0.300000 0 1
1977 05 26 0.300000 0 1
1977 05 27 0.300000 0 1
1977 05 28 0.300000 0 1
1977 05 29 0.300000 0 1
1977 05 30 0.300000 0 1
1977 05 31 0.300000 0 1
1977 06 01 0.340000 0 1
1977 06 02 0.340000 0 1
1977 06 03 0.340000 0 1
1977 06 04 0.300000 0 1
1977 06 05 0.300000 0 1
1977 06 06 0.300000 0 1
1977 06 07 0.300000 0 1
1977 06 08 0.340000 0 1
1977 06 09 0.340000 0 1
1977 06 10 0.340000 0 1
1977 06 11 0.340000 0 1
1977 06 12 0.380000 0 1
1977 06 13 0.380000 0 1
1977 06 14 0.380000 0 1
1977 06 15 0.380000 0 1
1977 06 16 0.400000 0 1
1977 06 17 0.340000 0 1
1977 06 18 0.340000 0 1
1977 06 19 0.340000 0 1
1977 06 20 0.340000 0 1
1977 06 21 0.400000 0 1
1977 06 22 0.400000 0 1
1977 06 23 0.380000 0 1
1977 06 24 0.380000 0 1
1977 06 25 0.340000 0 1
1977 06 26 0.340000 0 1
1977 06 27 0.340000 0 1
1977 06 28 0.340000 0 1
1977 06 29 0.340000 0 1
1977 06 30 0.340000 0 1
1977 07 01 0.340000 0 1
1977 07 02 0.340000 0 1
1977 07 03 0.340000 0 1
1977 07 04 0.300000 0 1
1977 07 05 0.300000 0 1
1977 07 06 0.300000 0 1
1977 07 07 0.300000 0 1
1977 07 08 0.340000 0 1
1977 07 09 0.340000 0 1
1977 07 10 0.340000 0 1
1977 07 11 0.340000 0 1
1977 07 12 0.380000 0 1
1977 07 13 0.380000 0 1
1977 07 14 0.380000 0 1
1977 07 15 0.380000 0 1
1977 07 16 0.380000 0 1
1977 07 17 0.380000 0 1
1977 07 18 0.380000 0 1
1977 07 19 0.380000 0 1
1977 07 20 0.340000 0 1
1977 07 21 0.340000 0 1
1977 07 22 0.340000 0 1
1977 07 23 0.340000 0 1
1977 07 24 0.340000 0 1
1977 07 25 0.340000 0 1
1977 07 26 0.340000 0 1
1977 07 27 0.340000 0 1
1977 07 28 0.300000 0 1
1977 07 29 0.300000 0 1
1977 07 30 0.300000 0 1
1977 07 31 0.300000 0 1
1977 08 01 0.300000 0 1
1977 08 02 0.300000 0 1
1977 08 03 0.300000 0 1
1977 08 04 0.300000 0 1
1977 08 05 0.300000 0 1
1977 08 06 0.300000 0 1
1977 08 07 0.300000 0 1
1977 08 08 0.300000 0 1
1977 08 09 0.300000 0 1
1977 08 10 0.300000 0 1
1977 08 11 0.300000 0 1
1977 08 12 0.300000 0 1
1977 08 13 0.300000 0 1
1977 08 14 0.300000 0 1
1977 08 15 0.300000 0 1
1977 08 16 0.300000 0 1
1977 08 17 0.300000 0 1
1977 08 18 0.300000 0 1
1977 08 19 0.300000 0 1
1977 08 20 0.300000 0 1
1977 08 21 0.300000 0 1
1977 08 22 0.340000 0 1
1977 08 23 0.300000 0 1
1977 08 24 0.300000 0 1
1977 08 25 0.340000 0 1
1977 08 26 0.300000 0 1
1977 08 27 0.300000 0 1
1977 08 28 0.300000 0 1
1977 08 29 0.300000 0 1
1977 08 30 0.400000 0 1
1977 08 31 0.400000 0 1
1977 09 01 0.300000 0 1
1977 09 02 0.300000 0 1
1977 09 03 0.300000 0 1
1977 09 04 0.300000 0 1
1977 09 05 0.300000 0 1
1977 09 06 0.300000 0 1
1977 09 07 0.300000 0 1
1977 09 08 0.300000 0 1
1977 09 09 0.300000 0 1
1977 09 10 0.300000 0 1
1977 09 11 0.300000 0 1
1977 09 12 0.300000 0 1
1977 09 13 0.300000 0 1
1977 09 14 0.300000 0 1
1977 09 15 0.300000 0 1
1977 09 16 0.300000 0 1
1977 09 17 0.300000 0 1
1977 09 18 0.300000 0 1
1977 09 19 0.300000 0 1
1977 09 20 0.300000 0 1
1977 09 21 0.300000 0 1
1977 09 22 0.300000 0 1
1977 09 23 0.300000 0 1
1977 09 24 0.300000 0 1
1977 09 25 0.300000 0 1
1977 09 26 0.300000 0 1
1977 09 27 0.300000 0 1
1977 09 28 0.300000 0 1
1977 09 29 0.300000 0 1
1977 09 30 0.300000 0 1
1977 10 01 0.300000 0 1
1977 10 02 0.300000 0 1
1977 10 03 0.300000 0 1
1977 10 04 0.300000 0 1
1977 10 05 0.300000 0 1
1977 10 06 0.300000 0 1
1977 10 07 0.300000 0 1
1977 10 08 0.300000 0 1
1977 10 09 0.300000 0 1
1977 10 10 0.300000 0 1
1977 10 11 0.300000 0 1
1977 10 12 0.300000 0 1
1977 10 13 0.300000 0 1
1977 10 14 0.300000 0 1
1977 10 15 0.300000 0 1
1977 10 16 0.300000 0 1
1977 10 17 0.300000 0 1
1977 10 18 0.300000 0 1
1977 10 19 0.300000 0 1
1977 10 20 0.300000 0 1
1977 10 21 0.300000 0 1
1977 10 22 0.300000 0 1
1977 10 23 0.300000 0 1
1977 10 24 0.300000 0 1
1977 10 25 0.300000 0 1
1977 10 26 0.300000 0 1
1977 10 27 0.300000 0 1
1977 10 28 0.300000 0 1
1977 10 29 0.300000 0 1
1977 10 30 0.300000 0 1
1977 10 31 0.300000 0 1
1977 11 01 0.300000 0 1
1977 11 02 0.300000 0 1
1977 11 03 0.300000 0 1
1977 11 04 0.300000 0 1
1977 11 05 0.300000 0 1
1977 11 06 0.300000 0 1
1977 11 07 0.300000 0 1
1977 11 08 0.300000 0 1
1977 11 09 0.300000 0 1
1977 11 10 0.300000 0 1
1977 11 11 0.300000 0 1
1977 11 12 0.300000 0 1
1977 11 13 0.300000 0 1
1977 11 14 0.300000 0 1
1977 11 15 0.300000 0 1
1977 11 16 0.300000 0 1
1977 11 17 0.300000 0 1
1977 11 18 0.300000 0 1
1977 11 19 0.300000 0 1
1977 11 20 0.300000 0 1
1977 11 21 0.300000 0 1
1977 11 22 0.300000 0 1
1977 11 23 0.300000 0 1
1977 11 24 0.300000 0 1
1977 11 25 0.300000 0 1
1977 11 26 0.300000 0 1
1977 11 27 0.300000 0 1
1977 11 28 0.300000 0 1
1977 11 29 0.300000 0 1
1977 11 30 0.300000 0 1
1977 12 01 0.300000 0 1
1977 12 02 0.300000 0 1
1977 12 03 0.300000 0 1
1977 12 04 0.300000 0 1
1977 12 05 0.300000 0 1
1977 12 06 0.300000 0 1
1977 12 07 0.300000 0 1
1977 12 08 0.300000 0 1
1977 12 09 0.300000 0 1
1977 12 10 0.300000 0 1
1977 12 11 0.300000 0 1
1977 12 12 0.300000 0 1
1977 12 13 0.300000 0 1
1977 12 14 0.300000 0 1
1977 12 15 0.400000 0 1
1977 12 16 0.500000 0 1
1977 12 17 0.500000 0 1
1977 12 18 0.540000 0 1
1977 12 19 0.620000 0 1
1977 12 20 0.740000 0 1
1977 12 21 0.660000 0 1
1977 12 22 0.540000 0 1
1977 12 23 0.540000 0 1
1977 12 24 0.460000 0 1
1977 12 25 0.420000 0 1
1977 12 26 0.400000 0 1
1977 12 27 0.400000 0 1
1977 12 28 0.400000 0 1
1977 12 29 0.400000 0 1
1977 12 30 0.400000 0 1
1977 12 31 0.400000 0 1
1978 01 01 0.460000 0 1
1978 01 02 0.460000 0 1
1978 01 03 0.460000 0 1
1978 01 04 0.500000 0 1
1978 01 05 0.500000 0 1
1978 01 06 0.500000 0 1
1978 01 07 0.500000 0 1
1978 01 08 0.540000 0 1
1978 01 09 0.540000 0 1
1978 01 10 0.540000 0 1
1978 01 11 0.660000 0 1
1978 01 12 0.660000 0 1
1978 01 13 0.580000 0 1
1978 01 14 0.660000 0 1
1978 01 15 0.700000 0 1
1978 01 16 0.660000 0 1
1978 01 17 0.660000 0 1
1978 01 18 0.700000 0 1
1978 01 19 0.500000 0 1
1978 01 20 0.620000 0 1
1978 01 21 0.700000 0 1
1978 01 22 0.500000 0 1
1978 01 23 0.460000 0 1
1978 01 24 0.420000 0 1
1978 01 25 0.500000 0 1
1978 01 26 0.460000 0 1
1978 01 27 0.420000 0 1
1978 01 28 0.460000 0 1
1978 01 29 0.500000 0 1
1978 01 30 0.460000 0 1
1978 01 31 0.420000 0 1
1978 02 01 0.420000 0 1
1978 02 02 0.460000 0 1
1978 02 03 0.400000 0 1
1978 02 04 0.460000 0 1
1978 02 05 0.460000 0 1
1978 02 06 0.460000 0 1
1978 02 07 0.500000 0 1
1978 02 08 0.500000 0 1
1978 02 09 0.420000 0 1
1978 02 10 0.420000 0 1
1978 02 11 0.420000 0 1
1978 02 12 0.420000 0 1
1978 02 13 0.460000 0 1
1978 02 14 0.420000 0 1
1978 02 15 0.420000 0 1
1978 02 16 0.420000 0 1
1978 02 17 0.420000 0 1
1978 02 18 0.400000 0 1
1978 02 19 0.420000 0 1
1978 02 20 0.420000 0 1
1978 02 21 0.460000 0 1
1978 02 22 0.420000 0 1
1978 02 23 0.460000 0 1
1978 02 24 0.460000 0 1
1978 02 25 0.460000 0 1
1978 02 26 0.460000 0 1
1978 02 27 0.420000 0 1
1978 02 28 0.400000 0 1
1978 03 01 0.420000 0 1
1978 03 02 0.420000 0 1
1978 03 03 0.420000 0 1
1978 03 04 0.300000 0 1
1978 03 05 0.300000 0 1
1978 03 06 0.300000 0 1
1978 03 07 0.300000 0 1
1978 03 08 0.300000 0 1
1978 03 09 0.300000 0 1
1978 03 10 0.300000 0 1
1978 03 11 0.340000 0 1
1978 03 12 0.380000 0 1
1978 03 13 0.380000 0 1
1978 03 14 0.340000 0 1
1978 03 15 0.300000 0 1
1978 03 16 0.300000 0 1
1978 03 17 0.300000 0 1
1978 03 18 0.300000 0 1
1978 03 19 0.300000 0 1
1978 03 20 0.400000 0 1
1978 03 21 0.400000 0 1
1978 03 22 0.400000 0 1
1978 03 23 0.400000 0 1
1978 03 24 0.400000 0 1
1978 03 25 0.400000 0 1
1978 03 26 0.400000 0 1
1978 03 27 0.400000 0 1
1978 03 28 0.400000 0 1
1978 03 29 0.400000 0 1
1978 03 30 0.400000 0 1
1978 03 31 0.620000 0 1
1978 04 01 0.580000 0 1
1978 04 02 0.460000 0 1
1978 04 03 0.420000 0 1
1978 04 04 0.420000 0 1
1978 04 05 0.400000 0 1
1978 04 06 0.400000 0 1
1978 04 07 0.400000 0 1
1978 04 08 0.420000 0 1
1978 04 09 0.400000 0 1
1978 04 10 0.400000 0 1
1978 04 11 0.400000 0 1
1978 04 12 0.400000 0 1
1978 04 13 0.400000 0 1
1978 04 14 0.400000 0 1
1978 04 15 0.400000 0 1
1978 04 16 0.400000 0 1
1978 04 17 0.400000 0 1
1978 04 18 0.400000 0 1
1978 04 19 0.400000 0 1
1978 04 20 0.400000 0 1
1978 04 21 0.380000 0 1
1978 04 22 0.400000 0 1
1978 04 23 0.380000 0 1
1978 04 24 0.400000 0 1
1978 04 25 0.380000 0 1
1978 04 26 0.380000 0 1
1978 04 27 0.380000 0 1
1978 04 28 0.340000 0 1
1978 04 29 0.380000 0 1
1978 04 30 0.380000 0 1
1978 05 01 0.380000 0 1
1978 05 02 0.400000 0 1
1978 05 03 0.380000 0 1
1978 05 04 0.380000 0 1
1978 05 05 0.340000 0 1
1978 05 06 0.300000 0 1
1978 05 07 0.380000 0 1
1978 05 08 0.340000 0 1
1978 05 09 0.300000 0 1
1978 05 10 0.340000 0 1
1978 05 11 0.380000 0 1
1978 05 12 0.360000 0 1
1978 05 13 0.340000 0 1
1978 05 14 0.340000 0 1
1978 05 15 0.380000 0 1
1978 05 16 0.400000 0 1
1978 05 17 0.400000 0 1
1978 05 18 0.400000 0 1
1978 05 19 0.400000 0 1
1978 05 20 0.400000 0 1
1978 05 21 0.400000 0 1
1978 05 22 0.400000 0 1
1978 05 23 0.400000 0 1
1978 05 24 0.400000 0 1
1978 05 25 0.400000 0 1
1978 05 26 0.400000 0 1
1978 05 27 0.400000 0 1
1978 05 28 0.400000 0 1
1978 05 29 0.400000 0 1
1978 05 30 0.400000 0 1
1978 05 31 0.400000 0 1
1978 06 01 0.400000 0 1
1978 06 02 0.400000 0 1
1978 06 03 0.400000 0 1
1978 06 04 0.400000 0 1
1978 06 05 0.400000 0 1
1978 06 06 0.400000 0 1
1978 06 07 0.400000 0 1
1978 06 08 0.400000 0 1
1978 06 09 0.400000 0 1
1978 06 10 0.400000 0 1
1978 06 11 0.400000 0 1
1978 06 12 0.400000 0 1
1978 06 13 0.400000 0 1
1978 06 14 0.400000 0 1
1978 06 15 0.400000 0 1
1978 06 16 0.400000 0 1
1978 06 17 0.400000 0 1
1978 06 18 0.400000 0 1
1978 06 19 0.400000 0 1
1978 06 20 0.400000 0 1
1978 06 21 0.380000 0 1
1978 06 22 0.400000 0 1
1978 06 23 0.400000 0 1
1978 06 24 0.400000 0 1
1978 06 25 0.400000 0 1
1978 06 26 0.400000 0 1
1978 06 27 0.400000 0 1
1978 06 28 0.400000 0 1
1978 06 29 0.400000 0 1
1978 06 30 0.400000 0 1
1978 07 01 0.400000 0 1
1978 07 02 0.400000 0 1
1978 07 03 0.400000 0 1
1978 07 04 0.400000 0 1
1978 07 05 0.380000 0 1
1978 07 06 0.400000 0 1
1978 07 07 0.400000 0 1
1978 07 08 0.400000 0 1
1978 07 09 0.400000 0 1
1978 07 10 0.400000 0 1
1978 07 11 0.400000 0 1
1978 07 12 0.400000 0 1
1978 07 13 0.400000 0 1
1978 07 14 0.400000 0 1
1978 07 15 0.500000 0 1
1978 07 16 0.420000 0 1
1978 07 17 0.500000 0 1
1978 07 18 0.460000 0 1
1978 07 19 0.580000 0 1
1978 07 20 0.500000 0 1
1978 07 21 0.460000 0 1
1978 07 22 0.460000 0 1
1978 07 23 0.460000 0 1
1978 07 24 0.460000 0 1
1978 07 25 0.420000 0 1
1978 07 26 0.420000 0 1
1978 07 27 0.420000 0 1
1978 07 28 0.420000 0 1
1978 07 29 0.420000 0 1
1978 07 30 0.420000 0 1
1978 07 31 0.420000 0 1
1978 08 01 0.400000 0 1
1978 08 02 0.400000 0 1
1978 08 03 0.400000 0 1
1978 08 04 0.400000 0 1
1978 08 05 0.420000 0 1
1978 08 06 0.400000 0 1
1978 08 07 0.400000 0 1
1978 08 08 0.420000 0 1
1978 08 09 0.400000 0 1
1978 08 10 0.400000 0 1
1978 08 11 0.420000 0 1
1978 08 12 0.420000 0 1
1978 08 13 0.460000 0 1
1978 08 14 0.500000 0 1
1978 08 15 0.500000 0 1
1978 08 16 0.500000 0 1
1978 08 17 0.500000 0 1
1978 08 18 0.500000 0 1
1978 08 19 0.500000 0 1
1978 08 20 0.500000 0 1
1978 08 21 0.500000 0 1
1978 08 22 0.500000 0 1
1978 08 23 0.500000 0 1
1978 08 24 0.460000 0 1
1978 08 25 0.460000 0 1
1978 08 26 0.460000 0 1
1978 08 27 0.420000 0 1
1978 08 28 0.420000 0 1
1978 08 29 0.420000 0 1
1978 08 30 0.420000 0 1
1978 08 31 0.460000 0 1
1978 09 01 0.460000 0 1
1978 09 02 0.460000 0 1
1978 09 03 0.460000 0 1
1978 09 04 0.460000 0 1
1978 09 05 0.460000 0 1
1978 09 06 0.420000 0 1
1978 09 07 nan nan nan
1978 09 08 0.620000 0 1
1978 09 09 0.540000 0 1
1978 09 10 0.460000 0 1
1978 09 11 0.460000 0 1
1978 09 12 0.460000 0 1
1978 09 13 0.420000 0 1
1978 09 14 nan nan nan
1978 09 15 nan nan nan
1978 09 16 0.500000 0 1
1978 09 17 0.500000 0 1
1978 09 18 0.460000 0 1
1978 09 19 0.420000 0 1
1978 09 20 0.460000 0 1
1978 09 21 0.460000 0 1
1978 09 22 0.420000 0 1
1978 09 23 0.420000 0 1
1978 09 24 0.420000 0 1
1978 09 25 0.420000 0 1
1978 09 26 0.400000 0 1
1978 09 27 0.420000 0 1
1978 09 28 0.420000 0 1
1978 09 29 0.420000 0 1
1978 09 30 0.400000 0 1
1978 10 01 0.400000 0 1
1978 10 02 0.400000 0 1
1978 10 03 0.420000 0 1
1978 10 04 0.420000 0 1
1978 10 05 0.420000 0 1
1978 10 06 0.400000 0 1
1978 10 07 0.400000 0 1
1978 10 08 0.400000 0 1
1978 10 09 0.400000 0 1
1978 10 10 0.400000 0 1
1978 10 11 0.400000 0 1
1978 10 12 0.400000 0 1
1978 10 13 0.400000 0 1
1978 10 14 0.400000 0 1
1978 10 15 0.400000 0 1
1978 10 16 0.400000 0 1
1978 10 17 0.400000 0 1
1978 10 18 0.420000 0 1
1978 10 19 0.420000 0 1
1978 10 20 0.400000 0 1
1978 10 21 0.400000 0 1
1978 10 22 0.420000 0 1
1978 10 23 0.420000 0 1
1978 10 24 0.400000 0 1
1978 10 25 0.400000 0 1
1978 10 26 0.400000 0 1
1978 10 27 0.400000 0 1
1978 10 28 0.420000 0 1
1978 10 29 0.400000 0 1
1978 10 30 0.400000 0 1
1978 10 31 0.400000 0 1
1978 11 01 0.400000 0 1
1978 11 02 0.420000 0 1
1978 11 03 0.400000 0 1
1978 11 04 0.400000 0 1
1978 11 05 0.400000 0 1
1978 11 06 0.420000 0 1
1978 11 07 0.400000 0 1
1978 11 08 0.400000 0 1
1978 11 09 0.420000 0 1
1978 11 10 0.500000 0 1
1978 11 11 0.460000 0 1
1978 11 12 0.420000 0 1
1978 11 13 0.400000 0 1
1978 11 14 0.400000 0 1
1978 11 15 0.400000 0 1
1978 11 16 0.400000 0 1
1978 11 17 0.400000 0 1
1978 11 18 0.400000 0 1
1978 11 19 0.400000 0 1
1978 11 20 0.400000 0 1
1978 11 21 0.400000 0 1
1978 11 22 0.420000 0 1
1978 11 23 0.420000 0 1
1978 11 24 0.420000 0 1
1978 11 25 0.500000 0 1
1978 11 26 0.500000 0 1
1978 11 27 0.480000 0 1
1978 11 28 0.500000 0 1
1978 11 29 0.460000 0 1
1978 11 30 0.460000 0 1
1978 12 01 0.460000 0 1
1978 12 02 0.460000 0 1
1978 12 03 0.460000 0 1
1978 12 04 0.460000 0 1
1978 12 05 0.460000 0 1
1978 12 06 0.540000 0 1
1978 12 07 0.500000 0 1
1978 12 08 0.500000 0 1
1978 12 09 0.500000 0 1
1978 12 10 0.460000 0 1
1978 12 11 0.500000 0 1
1978 12 12 0.500000 0 1
1978 12 13 nan nan nan
1978 12 14 0.500000 0 1
1978 12 15 0.500000 0 1
1978 12 16 0.540000 0 1
1978 12 17 0.540000 0 1
1978 12 18 0.540000 0 1
1978 12 19 0.540000 0 1
1978 12 20 0.540000 0 1
1978 12 21 0.540000 0 1
1978 12 22 0.540000 0 1
1978 12 23 0.540000 0 1
1978 12 24 0.620000 0 1
1978 12 25 nan nan nan
1978 12 26 0.700000 0 1
1978 12 27 0.700000 0 1
1978 12 28 0.700000 0 1
1978 12 29 0.660000 0 1
1978 12 30 0.660000 0 1
1978 12 31 0.660000 0 1
