year month day streamflow_m3s qual_control_by_ana qual_flag
1981 09 06 0.000000 1 1
1981 09 07 0.000000 1 1
1981 09 08 0.000000 1 1
1981 09 09 0.000000 1 1
1981 09 10 0.000000 1 1
1981 09 11 0.000000 1 1
1981 09 12 0.000000 1 1
1981 09 13 0.000000 1 1
1981 09 14 0.000000 1 1
1981 09 15 0.000000 1 1
1981 09 16 0.000000 1 1
1981 09 17 0.000000 1 1
1981 09 18 0.000000 1 1
1981 09 19 0.000000 1 1
1981 09 20 0.000000 1 1
1981 09 21 0.000000 1 1
1981 09 22 0.000000 1 1
1981 09 23 0.000000 1 1
1981 09 24 0.000000 1 1
1981 09 25 0.000000 1 1
1981 09 26 0.000000 1 1
1981 09 27 0.000000 1 1
1981 09 28 0.000000 1 1
1981 09 29 0.000000 1 1
1981 09 30 0.000000 1 1
1981 10 01 0.000000 1 1
1981 10 02 0.000000 1 1
1981 10 03 0.000000 1 1
1981 10 04 0.000000 1 1
1981 10 05 0.000000 1 1
1981 10 06 0.000000 1 1
1981 10 07 0.000000 1 1
1981 10 08 0.000000 1 1
1981 10 09 0.000000 1 1
1981 10 10 0.000000 1 1
1981 10 11 0.000000 1 1
1981 10 12 0.000000 1 1
1981 10 13 0.000000 1 1
1981 10 14 0.000000 1 1
1981 10 15 0.000000 1 1
1981 10 16 0.000000 1 1
1981 10 17 0.000000 1 1
1981 10 18 0.000000 1 1
1981 10 19 0.000000 1 1
1981 10 20 0.000000 1 1
1981 10 21 0.000000 1 1
1981 10 22 0.000000 1 1
1981 10 23 0.000000 1 1
1981 10 24 0.000000 1 1
1981 10 25 0.000000 1 1
1981 10 26 0.000000 1 1
1981 10 27 0.000000 1 1
1981 10 28 0.000000 1 1
1981 10 29 0.000000 1 1
1981 10 30 0.000000 1 1
1981 10 31 0.000000 1 1
1981 11 01 0.000000 1 1
1981 11 02 0.000000 1 1
1981 11 03 0.000000 1 1
1981 11 04 0.000000 1 1
1981 11 05 0.000000 1 1
1981 11 06 0.000000 1 1
1981 11 07 0.000000 1 1
1981 11 08 0.000000 1 1
1981 11 09 0.000000 1 1
1981 11 10 0.000000 1 1
1981 11 11 0.000000 1 1
1981 11 12 0.000000 1 1
1981 11 13 0.000000 1 1
1981 11 14 0.000000 1 1
1981 11 15 0.000000 1 1
1981 11 16 0.000000 1 1
1981 11 17 0.000000 1 1
1981 11 18 0.000000 1 1
1981 11 19 0.000000 1 1
1981 11 20 0.000000 1 1
1981 11 21 0.000000 1 1
1981 11 22 0.000000 1 1
1981 11 23 0.000000 1 1
1981 11 24 0.000000 1 1
1981 11 25 0.000000 1 1
1981 11 26 0.000000 1 1
1981 11 27 0.000000 1 1
1981 11 28 0.000000 1 1
1981 11 29 0.000000 1 1
1981 11 30 0.000000 1 1
1981 12 01 0.000000 1 1
1981 12 02 0.000000 1 1
1981 12 03 0.000000 1 1
1981 12 04 0.000000 1 1
1981 12 05 0.000000 1 1
1981 12 06 0.000000 1 1
1981 12 07 0.000000 1 1
1981 12 08 0.000000 1 1
1981 12 09 0.000000 1 1
1981 12 10 0.000000 1 1
1981 12 11 0.000000 1 1
1981 12 12 0.000000 1 1
1981 12 13 0.000000 1 1
1981 12 14 0.000000 1 1
1981 12 15 0.000000 1 1
1981 12 16 0.000000 1 1
1981 12 17 0.000000 1 1
1981 12 18 0.000000 1 1
1981 12 19 0.000000 1 1
1981 12 20 0.000000 1 1
1981 12 21 0.000000 1 1
1981 12 22 0.000000 1 1
1981 12 23 0.000000 1 1
1981 12 24 0.000000 1 1
1981 12 25 0.000000 1 1
1981 12 26 0.000000 1 1
1981 12 27 0.000000 1 1
1981 12 28 0.000000 1 1
1981 12 29 0.000000 1 1
1981 12 30 0.000000 1 1
1981 12 31 0.000000 1 1
1982 01 01 0.000000 1 1
1982 01 02 0.000000 1 1
1982 01 03 0.000000 1 1
1982 01 04 0.000000 1 1
1982 01 05 0.000000 1 1
1982 01 06 0.000000 1 1
1982 01 07 0.000000 1 1
1982 01 08 0.000000 1 1
1982 01 09 0.000000 1 1
1982 01 10 0.000000 1 1
1982 01 11 0.000000 1 1
1982 01 12 0.000000 1 1
1982 01 13 0.000000 1 1
1982 01 14 0.000000 1 1
1982 01 15 0.000000 1 1
1982 01 16 0.000000 1 1
1982 01 17 0.000000 1 1
1982 01 18 0.000000 1 1
1982 01 19 0.000000 1 1
1982 01 20 0.000000 1 1
1982 01 21 0.000000 1 1
1982 01 22 0.000000 1 1
1982 01 23 0.000000 1 1
1982 01 24 0.000000 1 1
1982 01 25 0.000000 1 1
1982 01 26 0.000000 1 1
1982 01 27 0.000000 1 1
1982 01 28 0.000000 1 1
1982 01 29 10.700000 1 1
1982 01 30 5.000000 1 1
1982 01 31 2.680000 1 1
1982 02 01 1.730000 1 1
1982 02 02 1.450000 1 1
1982 02 03 0.983000 1 1
1982 02 04 0.783000 1 1
1982 02 05 0.606000 1 1
1982 02 06 0.606000 1 1
1982 02 07 0.452000 1 1
1982 02 08 0.321000 1 1
1982 02 09 0.213000 1 1
1982 02 10 0.213000 1 1
1982 02 11 0.167000 1 1
1982 02 12 0.064000 1 1
1982 02 13 0.040000 1 1
1982 02 14 0.000000 1 1
1982 02 15 0.000000 1 1
1982 02 16 0.000000 1 1
1982 02 17 0.000000 1 1
1982 02 18 0.000000 1 1
1982 02 19 0.000000 1 1
1982 02 20 0.000000 1 1
1982 02 21 0.000000 1 1
1982 02 22 0.000000 1 1
1982 02 23 0.000000 1 1
1982 02 24 0.000000 1 1
1982 02 25 0.000000 1 1
1982 02 26 0.000000 1 1
1982 02 27 0.000000 1 1
1982 02 28 0.000000 1 1
1982 03 01 0.606000 1 1
1982 03 02 0.880000 1 1
1982 03 03 1.330000 1 1
1982 03 04 1.450000 1 1
1982 03 05 2.860000 1 1
1982 03 06 3.050000 1 1
1982 03 07 2.680000 1 1
1982 03 08 2.180000 1 1
1982 03 09 1.730000 1 1
1982 03 10 5.500000 1 1
1982 03 11 13.000000 1 1
1982 03 12 10.700000 1 1
1982 03 13 7.750000 1 1
1982 03 14 4.520000 1 1
1982 03 15 3.440000 1 1
1982 03 16 3.050000 1 1
1982 03 17 3.050000 1 1
1982 03 18 5.000000 1 1
1982 03 19 3.440000 1 1
1982 03 20 2.860000 1 1
1982 03 21 2.340000 1 1
1982 03 22 1.870000 1 1
1982 03 23 1.730000 1 1
1982 03 24 1.590000 1 1
1982 03 25 1.730000 1 1
1982 03 26 1.730000 1 1
1982 03 27 1.730000 1 1
1982 03 28 2.340000 1 1
1982 03 29 3.440000 1 1
1982 03 30 4.520000 1 1
1982 03 31 8.690000 1 1
1982 04 01 5.250000 1 1
1982 04 02 3.440000 1 1
1982 04 03 3.440000 1 1
1982 04 04 2.340000 1 1
1982 04 05 1.870000 1 1
1982 04 06 1.730000 1 1
1982 04 07 1.450000 1 1
1982 04 08 1.730000 1 1
1982 04 09 1.870000 1 1
1982 04 10 1.870000 1 1
1982 04 11 1.590000 1 1
1982 04 12 1.210000 1 1
1982 04 13 0.983000 1 1
1982 04 14 0.983000 1 1
1982 04 15 1.590000 1 1
1982 04 16 1.730000 1 1
1982 04 17 1.870000 1 1
1982 04 18 1.870000 1 1
1982 04 19 2.340000 1 1
1982 04 20 1.730000 1 1
1982 04 21 2.510000 1 1
1982 04 22 4.760000 1 1
1982 04 23 4.070000 1 1
1982 04 24 3.650000 1 1
1982 04 25 3.440000 1 1
1982 04 26 3.050000 1 1
1982 04 27 2.340000 1 1
1982 04 28 2.340000 1 1
1982 04 29 6.570000 1 1
1982 04 30 7.440000 1 1
1982 05 01 9.350000 1 1
1982 05 02 8.050000 1 1
1982 05 03 5.500000 1 1
1982 05 04 3.650000 1 1
1982 05 05 2.860000 1 1
1982 05 06 2.860000 1 1
1982 05 07 3.440000 1 1
1982 05 08 3.050000 1 1
1982 05 09 3.050000 1 1
1982 05 10 5.250000 1 1
1982 05 11 16.400000 1 1
1982 05 12 32.700000 1 1
1982 05 13 36.700000 1 1
1982 05 14 73.700000 1 1
1982 05 15 40.100000 1 1
1982 05 16 25.500000 1 1
1982 05 17 15.500000 1 1
1982 05 18 10.400000 1 1
1982 05 19 11.500000 1 1
1982 05 20 8.690000 1 1
1982 05 21 6.570000 1 1
1982 05 22 5.500000 1 1
1982 05 23 5.000000 1 1
1982 05 24 7.440000 1 1
1982 05 25 5.500000 1 1
1982 05 26 4.070000 1 1
1982 05 27 3.440000 1 1
1982 05 28 2.860000 1 1
1982 05 29 2.340000 1 1
1982 05 30 2.020000 1 1
1982 05 31 2.180000 1 1
1982 06 01 1.730000 1 1
1982 06 02 2.510000 1 1
1982 06 03 3.440000 1 1
1982 06 04 2.860000 1 1
1982 06 05 4.520000 1 1
1982 06 06 3.650000 1 1
1982 06 07 3.240000 1 1
1982 06 08 3.440000 1 1
1982 06 09 2.860000 1 1
1982 06 10 2.340000 1 1
1982 06 11 1.870000 1 1
1982 06 12 1.730000 1 1
1982 06 13 1.330000 1 1
1982 06 14 1.210000 1 1
1982 06 15 0.983000 1 1
1982 06 16 0.983000 1 1
1982 06 17 0.983000 1 1
1982 06 18 0.983000 1 1
1982 06 19 0.783000 1 1
1982 06 20 0.783000 1 1
1982 06 21 0.691000 1 1
1982 06 22 0.606000 1 1
1982 06 23 0.606000 1 1
1982 06 24 0.606000 1 1
1982 06 25 0.264000 1 1
1982 06 26 0.383000 1 1
1982 06 27 0.321000 1 1
1982 06 28 0.526000 1 1
1982 06 29 0.606000 1 1
1982 06 30 0.606000 1 1
1982 07 01 0.383000 1 1
1982 07 02 0.213000 1 1
1982 07 03 0.321000 1 1
1982 07 04 0.264000 1 1
1982 07 05 0.213000 1 1
1982 07 06 0.213000 1 1
1982 07 07 0.093000 1 1
1982 07 08 0.264000 1 1
1982 07 09 0.167000 1 1
1982 07 10 0.064000 1 1
1982 07 11 0.064000 1 1
1982 07 12 0.064000 1 1
1982 07 13 0.064000 1 1
1982 07 14 0.022000 1 1
1982 07 15 0.022000 1 1
1982 07 16 0.022000 1 1
1982 07 17 0.010000 1 1
1982 07 18 0.010000 1 1
1982 07 19 0.002000 1 1
1982 07 20 0.002000 1 1
1982 07 21 0.002000 1 1
1982 07 22 0.000000 1 1
1982 07 23 0.000000 1 1
1982 07 24 0.000000 1 1
1982 07 25 0.000000 1 1
1982 07 26 0.000000 1 1
1982 07 27 0.000000 1 1
1982 07 28 0.000000 1 1
1982 07 29 0.000000 1 1
1982 07 30 0.000000 1 1
1982 07 31 0.000000 1 1
1982 08 01 0.000000 1 1
1982 08 02 0.000000 1 1
1982 08 03 0.000000 1 1
1982 08 04 0.000000 1 1
1982 08 05 0.000000 1 1
1982 08 06 0.000000 1 1
1982 08 07 0.000000 1 1
1982 08 08 0.000000 1 1
1982 08 09 0.000000 1 1
1982 08 10 0.000000 1 1
1982 08 11 0.000000 1 1
1982 08 12 0.000000 1 1
1982 08 13 0.000000 1 1
1982 08 14 0.000000 1 1
1982 08 15 0.000000 1 1
1982 08 16 0.000000 1 1
1982 08 17 0.000000 1 1
1982 08 18 0.000000 1 1
1982 08 19 0.000000 1 1
1982 08 20 0.000000 1 1
1982 08 21 0.000000 1 1
1982 08 22 0.000000 1 1
1982 08 23 0.000000 1 1
1982 08 24 0.000000 1 1
1982 08 25 0.000000 1 1
1982 08 26 0.000000 1 1
1982 08 27 0.000000 1 1
1982 08 28 0.000000 1 1
1982 08 29 0.000000 1 1
1982 08 30 0.000000 1 1
1982 08 31 0.000000 1 1
1982 09 01 0.000000 1 1
1982 09 02 0.000000 1 1
1982 09 03 0.000000 1 1
1982 09 04 0.000000 1 1
1982 09 05 0.000000 1 1
1982 09 06 0.000000 1 1
1982 09 07 0.000000 1 1
1982 09 08 0.000000 1 1
1982 09 09 0.000000 1 1
1982 09 10 0.000000 1 1
1982 09 11 0.000000 1 1
1982 09 12 0.000000 1 1
1982 09 13 0.000000 1 1
1982 09 14 0.000000 1 1
1982 09 15 0.000000 1 1
1982 09 16 0.000000 1 1
1982 09 17 0.000000 1 1
1982 09 18 0.000000 1 1
1982 09 19 0.000000 1 1
1982 09 20 0.000000 1 1
1982 09 21 0.000000 1 1
1982 09 22 0.000000 1 1
1982 09 23 0.000000 1 1
1982 09 24 0.000000 1 1
1982 09 25 0.000000 1 1
1982 09 26 0.000000 1 1
1982 09 27 0.000000 1 1
1982 09 28 0.000000 1 1
1982 09 29 0.000000 1 1
1982 09 30 0.000000 1 1
1982 10 01 0.000000 1 1
1982 10 02 0.000000 1 1
1982 10 03 0.000000 1 1
1982 10 04 0.000000 1 1
1982 10 05 0.000000 1 1
1982 10 06 0.000000 1 1
1982 10 07 0.000000 1 1
1982 10 08 0.000000 1 1
1982 10 09 0.000000 1 1
1982 10 10 0.000000 1 1
1982 10 11 0.000000 1 1
1982 10 12 0.000000 1 1
1982 10 13 0.000000 1 1
1982 10 14 0.000000 1 1
1982 10 15 0.000000 1 1
1982 10 16 0.000000 1 1
1982 10 17 0.000000 1 1
1982 10 18 0.000000 1 1
1982 10 19 0.000000 1 1
1982 10 20 0.000000 1 1
1982 10 21 0.000000 1 1
1982 10 22 0.000000 1 1
1982 10 23 0.000000 1 1
1982 10 24 0.000000 1 1
1982 10 25 0.000000 1 1
1982 10 26 0.000000 1 1
1982 10 27 0.000000 1 1
1982 10 28 0.000000 1 1
1982 10 29 0.000000 1 1
1982 10 30 0.000000 1 1
1982 10 31 0.000000 1 1
1982 11 01 0.000000 1 1
1982 11 02 0.000000 1 1
1982 11 03 0.000000 1 1
1982 11 04 0.000000 1 1
1982 11 05 0.000000 1 1
1982 11 06 0.000000 1 1
1982 11 07 0.000000 1 1
1982 11 08 0.000000 1 1
1982 11 09 0.000000 1 1
1982 11 10 0.000000 1 1
1982 11 11 0.000000 1 1
1982 11 12 0.000000 1 1
1982 11 13 0.000000 1 1
1982 11 14 0.000000 1 1
1982 11 15 0.000000 1 1
1982 11 16 0.000000 1 1
1982 11 17 0.000000 1 1
1982 11 18 0.000000 1 1
1982 11 19 0.000000 1 1
1982 11 20 0.000000 1 1
1982 11 21 0.000000 1 1
1982 11 22 0.000000 1 1
1982 11 23 0.000000 1 1
1982 11 24 0.000000 1 1
1982 11 25 0.000000 1 1
1982 11 26 0.000000 1 1
1982 11 27 0.000000 1 1
1982 11 28 0.000000 1 1
1982 11 29 0.000000 1 1
1982 11 30 0.000000 1 1
1982 12 01 0.000000 1 1
1982 12 02 0.000000 1 1
1982 12 03 0.000000 1 1
1982 12 04 0.000000 1 1
1982 12 05 0.000000 1 1
1982 12 06 0.000000 1 1
1982 12 07 0.000000 1 1
1982 12 08 0.000000 1 1
1982 12 09 0.000000 1 1
1982 12 10 0.000000 1 1
1982 12 11 0.000000 1 1
1982 12 12 0.000000 1 1
1982 12 13 0.000000 1 1
1982 12 14 0.000000 1 1
1982 12 15 0.000000 1 1
1982 12 16 0.000000 1 1
1982 12 17 0.000000 1 1
1982 12 18 0.000000 1 1
1982 12 19 0.000000 1 1
1982 12 20 0.000000 1 1
1982 12 21 0.000000 1 1
1982 12 22 0.000000 1 1
1982 12 23 0.000000 1 1
1982 12 24 0.000000 1 1
1982 12 25 0.000000 1 1
1982 12 26 0.000000 1 1
1982 12 27 0.000000 1 1
1982 12 28 0.000000 1 1
1982 12 29 0.000000 1 1
1982 12 30 0.000000 1 1
1982 12 31 0.000000 1 1
1983 01 01 0.000000 1 1
1983 01 02 0.000000 1 1
1983 01 03 0.000000 1 1
1983 01 04 0.000000 1 1
1983 01 05 0.000000 1 1
1983 01 06 0.000000 1 1
1983 01 07 0.000000 1 1
1983 01 08 0.000000 1 1
1983 01 09 0.000000 1 1
1983 01 10 0.000000 1 1
1983 01 11 0.000000 1 1
1983 01 12 0.000000 1 1
1983 01 13 0.000000 1 1
1983 01 14 0.000000 1 1
1983 01 15 0.000000 1 1
1983 01 16 0.000000 1 1
1983 01 17 0.000000 1 1
1983 01 18 0.000000 1 1
1983 01 19 0.000000 1 1
1983 01 20 0.000000 1 1
1983 01 21 0.000000 1 1
1983 01 22 0.000000 1 1
1983 01 23 0.000000 1 1
1983 01 24 0.000000 1 1
1983 01 25 0.000000 1 1
1983 01 26 0.000000 1 1
1983 01 27 0.000000 1 1
1983 01 28 0.000000 1 1
1983 01 29 0.000000 1 1
1983 01 30 0.000000 1 1
1983 01 31 0.000000 1 1
1983 02 01 0.000000 1 1
1983 02 02 0.000000 1 1
1983 02 03 0.000000 1 1
1983 02 04 0.000000 1 1
1983 02 05 0.000000 1 1
1983 02 06 0.000000 1 1
1983 02 07 0.000000 1 1
1983 02 08 0.000000 1 1
1983 02 09 0.000000 1 1
1983 02 10 0.000000 1 1
1983 02 11 0.000000 1 1
1983 02 12 0.000000 1 1
1983 02 13 0.000000 1 1
1983 02 14 9.020000 1 1
1983 02 15 7.440000 1 1
1983 02 16 5.760000 1 1
1983 02 17 2.680000 1 1
1983 02 18 2.180000 1 1
1983 02 19 2.020000 1 1
1983 02 20 0.783000 1 1
1983 02 21 1.210000 1 1
1983 02 22 1.090000 1 1
1983 02 23 0.606000 1 1
1983 02 24 0.606000 1 1
1983 02 25 0.452000 1 1
1983 02 26 0.213000 1 1
1983 02 27 0.213000 1 1
1983 02 28 0.213000 1 1
1983 03 01 0.093000 1 1
1983 03 02 0.064000 1 1
1983 03 03 0.040000 1 1
1983 03 04 0.022000 1 1
1983 03 05 0.127000 1 1
1983 03 06 0.064000 1 1
1983 03 07 0.064000 1 1
1983 03 08 0.127000 1 1
1983 03 09 0.526000 1 1
1983 03 10 0.526000 1 1
1983 03 11 0.321000 1 1
1983 03 12 0.064000 1 1
1983 03 13 0.064000 1 1
1983 03 14 0.022000 1 1
1983 03 15 0.022000 1 1
1983 03 16 0.000000 1 1
1983 03 17 0.000000 1 1
1983 03 18 0.000000 1 1
1983 03 19 0.000000 1 1
1983 03 20 0.000000 1 1
1983 03 21 0.000000 1 1
1983 03 22 0.000000 1 1
1983 03 23 0.000000 1 1
1983 03 24 0.000000 1 1
1983 03 25 0.167000 1 1
1983 03 26 0.526000 1 1
1983 03 27 4.760000 1 1
1983 03 28 5.000000 1 1
1983 03 29 6.020000 1 1
1983 03 30 5.250000 1 1
1983 03 31 3.860000 1 1
1983 04 01 1.730000 1 1
1983 04 02 1.730000 1 1
1983 04 03 1.210000 1 1
1983 04 04 0.526000 1 1
1983 04 05 0.452000 1 1
1983 04 06 0.321000 1 1
1983 04 07 0.321000 1 1
1983 04 08 0.264000 1 1
1983 04 09 0.321000 1 1
1983 04 10 1.730000 1 1
1983 04 11 1.450000 1 1
1983 04 12 1.330000 1 1
1983 04 13 0.880000 1 1
1983 04 14 0.606000 1 1
1983 04 15 0.452000 1 1
1983 04 16 0.452000 1 1
1983 04 17 0.452000 1 1
1983 04 18 0.383000 1 1
1983 04 19 0.526000 1 1
1983 04 20 3.860000 1 1
1983 04 21 2.180000 1 1
1983 04 22 1.590000 1 1
1983 04 23 0.526000 1 1
1983 04 24 0.606000 1 1
1983 04 25 0.526000 1 1
1983 04 26 0.321000 1 1
1983 04 27 0.321000 1 1
1983 04 28 0.213000 1 1
1983 04 29 0.093000 1 1
1983 04 30 0.064000 1 1
1983 05 01 0.064000 1 1
1983 05 02 0.040000 1 1
1983 05 03 0.000000 1 1
1983 05 04 0.000000 1 1
1983 05 05 0.000000 1 1
1983 05 06 0.000000 1 1
1983 05 07 0.000000 1 1
1983 05 08 0.000000 1 1
1983 05 09 0.000000 1 1
1983 05 10 0.000000 1 1
1983 05 11 0.000000 1 1
1983 05 12 0.000000 1 1
1983 05 13 0.606000 1 1
1983 05 14 0.127000 1 1
1983 05 15 0.127000 1 1
1983 05 16 0.064000 1 1
1983 05 17 0.064000 1 1
1983 05 18 0.022000 1 1
1983 05 19 0.000000 1 1
1983 05 20 0.000000 1 1
1983 05 21 0.000000 1 1
1983 05 22 0.000000 1 1
1983 05 23 0.000000 1 1
1983 05 24 0.000000 1 1
1983 05 25 0.000000 1 1
1983 05 26 0.000000 1 1
1983 05 27 0.000000 1 1
1983 05 28 0.000000 1 1
1983 05 29 0.000000 1 1
1983 05 30 0.000000 1 1
1983 05 31 0.000000 1 1
1983 06 01 0.000000 1 1
1983 06 02 0.000000 1 1
1983 06 03 0.000000 1 1
1983 06 04 0.000000 1 1
1983 06 05 0.000000 1 1
1983 06 06 0.000000 1 1
1983 06 07 0.000000 1 1
1983 06 08 0.000000 1 1
1983 06 09 0.000000 1 1
1983 06 10 0.000000 1 1
1983 06 11 0.000000 1 1
1983 06 12 0.000000 1 1
1983 06 13 0.000000 1 1
1983 06 14 0.000000 1 1
1983 06 15 0.000000 1 1
1983 06 16 0.000000 1 1
1983 06 17 0.000000 1 1
1983 06 18 0.000000 1 1
1983 06 19 0.000000 1 1
1983 06 20 0.000000 1 1
1983 06 21 0.000000 1 1
1983 06 22 0.000000 1 1
1983 06 23 0.000000 1 1
1983 06 24 0.000000 1 1
1983 06 25 0.000000 1 1
1983 06 26 0.000000 1 1
1983 06 27 0.000000 1 1
1983 06 28 0.000000 1 1
1983 06 29 0.000000 1 1
1983 06 30 0.000000 1 1
1983 07 01 0.000000 1 1
1983 07 02 0.000000 1 1
1983 07 03 0.000000 1 1
1983 07 04 0.000000 1 1
1983 07 05 0.000000 1 1
1983 07 06 0.000000 1 1
1983 07 07 0.000000 1 1
1983 07 08 0.000000 1 1
1983 07 09 0.000000 1 1
1983 07 10 0.000000 1 1
1983 07 11 0.000000 1 1
1983 07 12 0.000000 1 1
1983 07 13 0.000000 1 1
1983 07 14 0.000000 1 1
1983 07 15 0.000000 1 1
1983 07 16 0.000000 1 1
1983 07 17 0.000000 1 1
1983 07 18 0.000000 1 1
1983 07 19 0.000000 1 1
1983 07 20 0.000000 1 1
1983 07 21 0.000000 1 1
1983 07 22 0.000000 1 1
1983 07 23 0.000000 1 1
1983 07 24 0.000000 1 1
1983 07 25 0.000000 1 1
1983 07 26 0.000000 1 1
1983 07 27 0.000000 1 1
1983 07 28 0.000000 1 1
1983 07 29 0.000000 1 1
1983 07 30 0.000000 1 1
1983 07 31 0.000000 1 1
1983 08 01 0.000000 1 1
1983 08 02 0.000000 1 1
1983 08 03 0.000000 1 1
1983 08 04 0.000000 1 1
1983 08 05 0.000000 1 1
1983 08 06 0.000000 1 1
1983 08 07 0.000000 1 1
1983 08 08 0.000000 1 1
1983 08 09 0.000000 1 1
1983 08 10 0.000000 1 1
1983 08 11 0.000000 1 1
1983 08 12 0.000000 1 1
1983 08 13 0.000000 1 1
1983 08 14 0.000000 1 1
1983 08 15 0.000000 1 1
1983 08 16 0.000000 1 1
1983 08 17 0.000000 1 1
1983 08 18 0.000000 1 1
1983 08 19 0.000000 1 1
1983 08 20 0.000000 1 1
1983 08 21 0.000000 1 1
1983 08 22 0.000000 1 1
1983 08 23 0.000000 1 1
1983 08 24 0.000000 1 1
1983 08 25 0.000000 1 1
1983 08 26 0.000000 1 1
1983 08 27 0.000000 1 1
1983 08 28 0.000000 1 1
1983 08 29 0.000000 1 1
1983 08 30 0.000000 1 1
1983 08 31 0.000000 1 1
1983 09 01 0.000000 1 1
1983 09 02 0.000000 1 1
1983 09 03 0.000000 1 1
1983 09 04 0.000000 1 1
1983 09 05 0.000000 1 1
1983 09 06 0.000000 1 1
1983 09 07 0.000000 1 1
1983 09 08 0.000000 1 1
1983 09 09 0.000000 1 1
1983 09 10 0.000000 1 1
1983 09 11 0.000000 1 1
1983 09 12 0.000000 1 1
1983 09 13 0.000000 1 1
1983 09 14 0.000000 1 1
1983 09 15 0.000000 1 1
1983 09 16 0.000000 1 1
1983 09 17 0.000000 1 1
1983 09 18 0.000000 1 1
1983 09 19 0.000000 1 1
1983 09 20 0.000000 1 1
1983 09 21 0.000000 1 1
1983 09 22 0.000000 1 1
1983 09 23 0.000000 1 1
1983 09 24 0.000000 1 1
1983 09 25 0.000000 1 1
1983 09 26 0.000000 1 1
1983 09 27 0.000000 1 1
1983 09 28 0.000000 1 1
1983 09 29 0.000000 1 1
1983 09 30 0.000000 1 1
1983 10 01 0.000000 1 1
1983 10 02 0.000000 1 1
1983 10 03 0.000000 1 1
1983 10 04 0.000000 1 1
1983 10 05 0.000000 1 1
1983 10 06 0.000000 1 1
1983 10 07 0.000000 1 1
1983 10 08 0.000000 1 1
1983 10 09 0.000000 1 1
1983 10 10 0.000000 1 1
1983 10 11 0.000000 1 1
1983 10 12 0.000000 1 1
1983 10 13 0.000000 1 1
1983 10 14 0.000000 1 1
1983 10 15 0.000000 1 1
1983 10 16 0.000000 1 1
1983 10 17 0.000000 1 1
1983 10 18 0.000000 1 1
1983 10 19 0.000000 1 1
1983 10 20 0.000000 1 1
1983 10 21 0.000000 1 1
1983 10 22 0.000000 1 1
1983 10 23 0.000000 1 1
1983 10 24 0.000000 1 1
1983 10 25 0.000000 1 1
1983 10 26 0.000000 1 1
1983 10 27 0.000000 1 1
1983 10 28 0.000000 1 1
1983 10 29 0.000000 1 1
1983 10 30 0.000000 1 1
1983 10 31 0.000000 1 1
1983 11 01 0.000000 1 1
1983 11 02 0.000000 1 1
1983 11 03 0.000000 1 1
1983 11 04 0.000000 1 1
1983 11 05 0.000000 1 1
1983 11 06 0.000000 1 1
1983 11 07 0.000000 1 1
1983 11 08 0.000000 1 1
1983 11 09 0.000000 1 1
1983 11 10 0.000000 1 1
1983 11 11 0.000000 1 1
1983 11 12 0.000000 1 1
1983 11 13 0.000000 1 1
1983 11 14 0.000000 1 1
1983 11 15 0.000000 1 1
1983 11 16 0.000000 1 1
1983 11 17 0.000000 1 1
1983 11 18 0.000000 1 1
1983 11 19 0.000000 1 1
1983 11 20 0.000000 1 1
1983 11 21 0.000000 1 1
1983 11 22 0.000000 1 1
1983 11 23 0.000000 1 1
1983 11 24 0.000000 1 1
1983 11 25 0.000000 1 1
1983 11 26 0.000000 1 1
1983 11 27 0.000000 1 1
1983 11 28 0.000000 1 1
1983 11 29 0.000000 1 1
1983 11 30 0.000000 1 1
1983 12 01 0.000000 1 1
1983 12 02 0.000000 1 1
1983 12 03 0.000000 1 1
1983 12 04 0.000000 1 1
1983 12 05 0.000000 1 1
1983 12 06 0.000000 1 1
1983 12 07 0.000000 1 1
1983 12 08 0.000000 1 1
1983 12 09 0.000000 1 1
1983 12 10 0.000000 1 1
1983 12 11 0.000000 1 1
1983 12 12 0.000000 1 1
1983 12 13 0.000000 1 1
1983 12 14 0.000000 1 1
1983 12 15 0.000000 1 1
1983 12 16 0.000000 1 1
1983 12 17 0.000000 1 1
1983 12 18 0.000000 1 1
1983 12 19 0.000000 1 1
1983 12 20 0.000000 1 1
1983 12 21 0.000000 1 1
1983 12 22 0.000000 1 1
1983 12 23 0.000000 1 1
1983 12 24 0.000000 1 1
1983 12 25 0.000000 1 1
1983 12 26 0.000000 1 1
1983 12 27 0.000000 1 1
1983 12 28 0.000000 1 1
1983 12 29 0.000000 1 1
1983 12 30 0.000000 1 1
1983 12 31 0.000000 1 1
1984 01 01 0.000000 1 1
1984 01 02 0.000000 1 1
1984 01 03 0.000000 1 1
1984 01 04 0.000000 1 1
1984 01 05 0.000000 1 1
1984 01 06 0.000000 1 1
1984 01 07 0.000000 1 1
1984 01 08 0.000000 1 1
1984 01 09 0.000000 1 1
1984 01 10 0.000000 1 1
1984 01 11 0.000000 1 1
1984 01 12 0.000000 1 1
1984 01 13 0.000000 1 1
1984 01 14 0.000000 1 1
1984 01 15 0.000000 1 1
1984 01 16 0.000000 1 1
1984 01 17 0.000000 1 1
1984 01 18 0.000000 1 1
1984 01 19 0.000000 1 1
1984 01 20 0.000000 1 1
1984 01 21 0.000000 1 1
1984 01 22 0.000000 1 1
1984 01 23 0.000000 1 1
1984 01 24 0.000000 1 1
1984 01 25 0.000000 1 1
1984 01 26 0.000000 1 1
